session_id,user_id,start_time,end_time,device_type
S000358,U00102,2025-03-21 15:36:00,2025-03-21 16:49:00,Tablet
S000359,U00102,2025-10-05 09:08:00,2025-10-05 10:58:00,Desktop
S000360,U00102,2025-03-13 10:44:00,2025-03-13 11:22:00,Desktop
S000361,U00103,2025-01-11 13:48:00,2025-01-11 15:33:00,Mobile
S000362,U00103,2024-07-11 14:40:00,2024-07-11 16:31:00,Mobile
S000363,U00104,2025-04-18 08:25:00,2025-04-18 10:41:00,Tablet
S000364,U00104,2025-06-09 17:29:00,2025-06-09 19:38:00,Mobile
S000365,U00104,2025-08-25 06:55:00,2025-08-25 07:23:00,Tablet
S000366,U00104,2025-07-25 17:54:00,2025-07-25 18:15:00,Tablet
S000367,U00105,2024-02-24 19:52:00,2024-02-24 20:51:00,Mobile
S000368,U00105,2024-04-15 16:53:00,2024-04-15 18:10:00,Mobile
S000369,U00105,2025-01-26 10:36:00,2025-01-26 12:45:00,Mobile
S000370,U00105,2025-06-13 07:02:00,2025-06-13 07:32:00,Tablet
S000371,U00106,2024-04-20 09:59:00,2024-04-20 10:44:00,Mobile
S000372,U00106,2025-07-15 06:27:00,2025-07-15 07:23:00,Tablet
S000373,U00106,2024-08-17 15:10:00,2024-08-17 16:25:00,Desktop
S000374,U00106,2025-04-08 14:05:00,2025-04-08 15:45:00,Tablet
S000375,U00107,2023-12-23 07:25:00,2023-12-23 08:48:00,Tablet
S000376,U00107,2025-06-22 13:27:00,2025-06-22 13:55:00,Tablet
S000377,U00107,2023-10-12 06:13:00,2023-10-12 08:20:00,Desktop
S000378,U00107,2023-11-19 13:33:00,2023-11-19 15:31:00,Desktop
S000379,U00107,2023-07-15 16:52:00,2023-07-15 17:27:00,Mobile
S000380,U00107,2025-06-16 10:30:00,2025-06-16 10:53:00,Desktop
S000381,U00108,2023-12-13 09:06:00,2023-12-13 10:31:00,Mobile
S000382,U00108,2024-07-15 10:24:00,2024-07-15 11:03:00,Tablet
S000383,U00108,2025-08-06 10:04:00,2025-08-06 12:24:00,Tablet
S000384,U00108,2023-09-21 11:28:00,2023-09-21 13:02:00,Tablet
S000385,U00109,2025-09-14 10:58:00,2025-09-14 12:48:00,Tablet
S000386,U00109,2025-09-29 20:55:00,2025-09-29 21:55:00,Desktop
S000387,U00110,2023-07-14 09:37:00,2023-07-14 11:20:00,Mobile
S000388,U00111,2025-07-25 10:15:00,2025-07-25 11:30:00,Tablet
S000389,U00111,2025-05-27 13:35:00,2025-05-27 16:13:00,Tablet
S000390,U00111,2025-07-17 06:54:00,2025-07-17 08:16:00,Desktop
S000391,U00111,2025-09-15 22:12:00,2025-09-15 23:57:00,Mobile
S000392,U00112,2025-08-09 13:31:00,2025-08-09 15:14:00,Desktop
S000393,U00112,2025-08-21 21:40:00,2025-08-22 00:17:00,Desktop
S000394,U00112,2025-09-08 06:23:00,2025-09-08 07:49:00,Desktop
S000395,U00112,2025-08-30 19:23:00,2025-08-30 21:47:00,Tablet
S000396,U00112,2025-08-17 21:49:00,2025-08-17 22:12:00,Desktop
S000397,U00112,2025-09-12 08:00:00,2025-09-12 09:12:00,Desktop
S000398,U00113,2024-04-22 18:32:00,2024-04-22 19:50:00,Tablet
S000399,U00114,2025-01-01 19:27:00,2025-01-01 21:14:00,Desktop
S000400,U00114,2025-05-23 10:17:00,2025-05-23 10:43:00,Mobile
S000401,U00114,2023-10-26 22:58:00,2023-10-26 23:55:00,Desktop
S000402,U00114,2025-02-06 16:25:00,2025-02-06 19:00:00,Tablet
S000403,U00114,2025-09-26 08:19:00,2025-09-26 10:15:00,Tablet
S000404,U00114,2024-04-07 07:15:00,2024-04-07 07:42:00,Mobile
S000405,U00115,2024-09-24 07:19:00,2024-09-24 08:08:00,Desktop
S000406,U00116,2024-06-23 06:10:00,2024-06-23 08:22:00,Mobile
S000407,U00117,2025-04-01 14:10:00,2025-04-01 15:50:00,Desktop
S000408,U00117,2024-07-21 09:49:00,2024-07-21 10:01:00,Mobile
S000409,U00117,2025-01-01 14:33:00,2025-01-01 14:54:00,Mobile
S000410,U00117,2025-06-01 08:31:00,2025-06-01 10:32:00,Tablet
S000411,U00117,2024-10-22 07:31:00,2024-10-22 10:01:00,Desktop
S000412,U00118,2025-09-12 14:49:00,2025-09-12 15:20:00,Tablet
S000413,U00118,2025-09-28 09:14:00,2025-09-28 11:29:00,Desktop
S000414,U00118,2025-09-08 06:15:00,2025-09-08 06:31:00,Mobile
S000415,U00119,2025-05-23 10:11:00,2025-05-23 10:25:00,Tablet
S000416,U00119,2025-06-10 13:20:00,2025-06-10 14:28:00,Mobile
S000417,U00119,2025-04-20 14:52:00,2025-04-20 15:16:00,Tablet
S000418,U00120,2023-10-08 22:43:00,2023-10-08 23:01:00,Desktop
S000419,U00120,2024-01-22 22:02:00,2024-01-22 23:49:00,Desktop
S000420,U00120,2024-09-26 15:49:00,2024-09-26 17:13:00,Mobile
S000421,U00121,2025-02-27 20:00:00,2025-02-27 21:39:00,Desktop
S000422,U00122,2025-06-27 13:29:00,2025-06-27 15:08:00,Tablet
S000423,U00122,2025-10-02 12:46:00,2025-10-02 15:10:00,Desktop
S000424,U00122,2025-04-10 06:59:00,2025-04-10 08:48:00,Desktop
S000425,U00123,2025-06-22 17:40:00,2025-06-22 17:47:00,Mobile
S000426,U00123,2025-02-04 18:54:00,2025-02-04 20:17:00,Desktop
S000427,U00124,2024-08-16 13:26:00,2024-08-16 15:36:00,Desktop
S000428,U00124,2023-07-16 14:05:00,2023-07-16 14:21:00,Desktop
S000429,U00125,2024-12-26 17:29:00,2024-12-26 17:55:00,Tablet
S000430,U00125,2024-07-16 22:08:00,2024-07-16 23:53:00,Desktop
S000431,U00125,2025-03-28 07:27:00,2025-03-28 08:05:00,Desktop
S000432,U00125,2024-10-25 14:54:00,2024-10-25 16:19:00,Mobile
S000433,U00125,2025-05-22 16:20:00,2025-05-22 18:20:00,Mobile
S000434,U00126,2023-05-15 12:08:00,2023-05-15 14:42:00,Desktop
S000435,U00126,2023-08-06 09:10:00,2023-08-06 11:10:00,Mobile
S000436,U00127,2025-09-02 09:34:00,2025-09-02 11:10:00,Desktop
S000437,U00127,2025-09-13 15:29:00,2025-09-13 16:41:00,Desktop
S000438,U00127,2025-06-13 11:51:00,2025-06-13 13:13:00,Tablet
S000439,U00128,2025-07-06 07:13:00,2025-07-06 08:41:00,Desktop
S000440,U00128,2024-10-17 13:22:00,2024-10-17 15:08:00,Tablet
S000441,U00128,2024-09-26 15:16:00,2024-09-26 16:05:00,Desktop
S000442,U00128,2025-03-27 20:35:00,2025-03-27 23:00:00,Desktop
S000443,U00128,2024-10-19 20:06:00,2024-10-19 20:46:00,Desktop
S000444,U00128,2024-09-07 07:53:00,2024-09-07 08:54:00,Desktop
S000445,U00129,2025-09-14 18:23:00,2025-09-14 18:49:00,Tablet
S000446,U00129,2025-08-15 14:58:00,2025-08-15 15:22:00,Desktop
S000447,U00130,2023-11-21 20:51:00,2023-11-21 21:28:00,Desktop
S000448,U00131,2024-10-16 07:29:00,2024-10-16 07:46:00,Desktop
S000449,U00131,2025-06-04 19:52:00,2025-06-04 21:38:00,Mobile
S000450,U00131,2024-08-30 18:43:00,2024-08-30 20:37:00,Desktop
S000451,U00132,2025-01-13 11:17:00,2025-01-13 12:33:00,Mobile
S000452,U00132,2024-12-11 07:39:00,2024-12-11 08:46:00,Tablet
S000453,U00132,2025-02-24 21:26:00,2025-02-24 23:51:00,Mobile
S000454,U00133,2024-12-18 14:24:00,2024-12-18 15:04:00,Mobile
S000455,U00134,2025-05-14 22:15:00,2025-05-15 00:39:00,Desktop
S000456,U00134,2024-12-31 17:30:00,2024-12-31 19:54:00,Mobile
S000457,U00135,2025-02-27 22:20:00,2025-02-28 00:04:00,Mobile
S000458,U00135,2024-01-29 06:20:00,2024-01-29 08:57:00,Desktop
S000459,U00135,2023-08-28 14:03:00,2023-08-28 16:08:00,Tablet
S000460,U00136,2025-07-08 13:10:00,2025-07-08 13:40:00,Desktop
S000461,U00136,2025-09-20 13:17:00,2025-09-20 15:38:00,Tablet
S000462,U00136,2024-01-14 13:36:00,2024-01-14 15:20:00,Mobile
S000463,U00137,2024-08-08 13:37:00,2024-08-08 15:03:00,Tablet
S000464,U00137,2025-02-11 06:45:00,2025-02-11 08:20:00,Tablet
S000465,U00138,2025-01-02 12:53:00,2025-01-02 15:04:00,Tablet
S000466,U00138,2025-03-29 11:31:00,2025-03-29 11:45:00,Desktop
S000467,U00138,2024-11-19 13:38:00,2024-11-19 14:39:00,Desktop
S000468,U00138,2025-07-18 21:00:00,2025-07-18 22:29:00,Tablet
S000469,U00138,2025-02-02 10:21:00,2025-02-02 11:11:00,Mobile
S000470,U00139,2023-12-12 10:37:00,2023-12-12 11:18:00,Desktop
S000471,U00140,2025-04-22 08:23:00,2025-04-22 10:09:00,Tablet
S000472,U00140,2024-07-26 16:19:00,2024-07-26 17:46:00,Desktop
S000473,U00140,2024-09-22 19:50:00,2024-09-22 21:59:00,Tablet
S000474,U00140,2025-03-04 11:45:00,2025-03-04 14:13:00,Tablet
S000475,U00140,2025-04-14 13:42:00,2025-04-14 16:17:00,Desktop
S000476,U00141,2024-02-21 15:08:00,2024-02-21 15:58:00,Tablet
S000477,U00141,2023-04-14 18:54:00,2023-04-14 21:24:00,Desktop
S000478,U00141,2023-10-16 16:58:00,2023-10-16 17:59:00,Tablet
S000479,U00141,2024-11-12 09:59:00,2024-11-12 12:11:00,Desktop
S000480,U00142,2025-09-08 08:15:00,2025-09-08 09:48:00,Mobile
S000481,U00142,2024-01-25 08:52:00,2024-01-25 10:22:00,Mobile
S000482,U00142,2023-08-18 14:13:00,2023-08-18 15:21:00,Tablet
S000483,U00143,2024-05-08 14:50:00,2024-05-08 15:22:00,Tablet
S000484,U00144,2025-06-25 18:28:00,2025-06-25 20:20:00,Desktop
S000485,U00145,2025-03-06 18:22:00,2025-03-06 20:46:00,Mobile
S000486,U00145,2024-01-30 21:50:00,2024-01-31 00:22:00,Tablet
S000487,U00145,2025-09-21 13:10:00,2025-09-21 15:10:00,Desktop
S000488,U00145,2023-11-22 15:01:00,2023-11-22 16:27:00,Mobile
S000489,U00146,2025-05-21 16:10:00,2025-05-21 17:51:00,Desktop
S000490,U00147,2024-01-21 08:21:00,2024-01-21 10:58:00,Tablet
S000491,U00147,2025-03-14 06:27:00,2025-03-14 07:14:00,Tablet
S000492,U00147,2025-01-23 11:03:00,2025-01-23 11:33:00,Mobile
S000493,U00147,2024-06-03 12:26:00,2024-06-03 14:52:00,Tablet
S000494,U00147,2025-05-12 14:42:00,2025-05-12 15:59:00,Mobile
S000495,U00147,2024-07-06 09:03:00,2024-07-06 10:48:00,Tablet
S000496,U00148,2025-08-29 21:09:00,2025-08-29 21:27:00,Mobile
S000497,U00148,2024-06-26 19:05:00,2024-06-26 20:25:00,Tablet
S000498,U00148,2025-05-11 21:12:00,2025-05-11 21:41:00,Desktop
S000499,U00148,2024-10-08 11:40:00,2024-10-08 12:59:00,Desktop
S000500,U00148,2025-02-22 09:19:00,2025-02-22 11:05:00,Mobile
S000501,U00149,2025-10-02 14:05:00,2025-10-02 16:29:00,Mobile
S000502,U00149,2025-06-02 17:56:00,2025-06-02 19:38:00,Mobile
S000503,U00149,2025-06-02 20:02:00,2025-06-02 21:14:00,Mobile
S000504,U00149,2025-08-13 14:14:00,2025-08-13 15:27:00,Tablet
S000505,U00150,2025-08-21 09:05:00,2025-08-21 10:38:00,Tablet
S000506,U00151,2025-09-25 13:35:00,2025-09-25 13:55:00,Mobile
S000507,U00151,2025-09-21 19:34:00,2025-09-21 21:40:00,Tablet
S000508,U00151,2025-09-03 21:19:00,2025-09-03 21:44:00,Mobile
S000509,U00151,2025-10-03 07:32:00,2025-10-03 10:03:00,Tablet
S000510,U00152,2025-03-22 10:07:00,2025-03-22 12:06:00,Desktop
S000511,U00152,2023-10-17 12:51:00,2023-10-17 13:45:00,Desktop
S000512,U00152,2023-06-11 19:05:00,2023-06-11 21:01:00,Desktop
S000513,U00152,2025-08-18 10:53:00,2025-08-18 13:30:00,Mobile
S000514,U00152,2024-03-21 08:05:00,2024-03-21 09:49:00,Tablet
S000515,U00153,2025-04-28 16:54:00,2025-04-28 18:09:00,Tablet
S000516,U00153,2025-03-11 06:50:00,2025-03-11 09:25:00,Tablet
S000517,U00153,2025-08-24 19:07:00,2025-08-24 20:58:00,Desktop
S000518,U00153,2024-10-03 09:59:00,2024-10-03 10:31:00,Tablet
S000519,U00154,2024-08-03 17:56:00,2024-08-03 19:46:00,Mobile
S000520,U00155,2025-09-09 21:02:00,2025-09-09 21:51:00,Mobile
S000521,U00155,2025-07-29 10:39:00,2025-07-29 13:19:00,Tablet
S000522,U00155,2025-07-28 07:25:00,2025-07-28 08:54:00,Tablet
S000523,U00155,2025-05-05 07:47:00,2025-05-05 09:53:00,Mobile
S000524,U00156,2024-12-14 16:52:00,2024-12-14 18:14:00,Mobile
S000525,U00156,2025-04-26 21:54:00,2025-04-26 22:24:00,Desktop
S000526,U00156,2025-02-10 15:47:00,2025-02-10 17:45:00,Mobile
S000527,U00157,2025-06-09 19:38:00,2025-06-09 20:05:00,Desktop
S000528,U00157,2025-01-13 12:58:00,2025-01-13 14:47:00,Tablet
S000529,U00157,2025-02-04 22:55:00,2025-02-05 00:35:00,Desktop
S000530,U00158,2025-08-05 08:19:00,2025-08-05 10:33:00,Mobile
S000531,U00158,2025-08-02 22:56:00,2025-08-03 01:26:00,Desktop
S000532,U00158,2025-08-07 12:56:00,2025-08-07 13:52:00,Desktop
S000533,U00158,2025-08-16 07:29:00,2025-08-16 07:46:00,Mobile
S000534,U00158,2025-08-10 14:23:00,2025-08-10 16:26:00,Tablet
S000535,U00159,2025-09-01 09:43:00,2025-09-01 09:55:00,Desktop
S000536,U00159,2025-04-19 21:38:00,2025-04-19 23:37:00,Desktop
S000537,U00159,2025-06-10 17:22:00,2025-06-10 18:08:00,Mobile
S000538,U00159,2025-09-28 08:18:00,2025-09-28 08:30:00,Mobile
S000539,U00160,2023-07-31 12:54:00,2023-07-31 13:55:00,Tablet
S000540,U00161,2025-08-20 12:17:00,2025-08-20 14:06:00,Tablet
S000541,U00161,2025-03-05 06:30:00,2025-03-05 07:08:00,Tablet
S000542,U00162,2025-06-02 06:14:00,2025-06-02 07:23:00,Tablet
S000543,U00162,2024-08-03 14:27:00,2024-08-03 16:08:00,Mobile
S000544,U00163,2024-12-11 12:29:00,2024-12-11 13:51:00,Tablet
S000545,U00163,2025-09-12 18:37:00,2025-09-12 19:08:00,Desktop
S000546,U00163,2025-09-02 17:35:00,2025-09-02 20:12:00,Tablet
S000547,U00163,2025-01-11 15:43:00,2025-01-11 16:15:00,Mobile
S000548,U00164,2025-02-20 14:40:00,2025-02-20 16:08:00,Mobile
S000549,U00165,2025-02-24 15:12:00,2025-02-24 15:55:00,Tablet
S000550,U00165,2025-06-16 13:57:00,2025-06-16 14:16:00,Tablet
S000551,U00165,2024-06-11 16:43:00,2024-06-11 17:23:00,Tablet
S000552,U00166,2025-10-05 21:18:00,2025-10-05 22:29:00,Mobile
S000553,U00167,2024-03-09 07:37:00,2024-03-09 10:08:00,Desktop
S000554,U00167,2024-01-23 13:43:00,2024-01-23 16:04:00,Tablet
S000555,U00167,2025-04-19 21:58:00,2025-04-19 23:34:00,Tablet
S000556,U00167,2023-12-10 11:53:00,2023-12-10 14:20:00,Desktop
S000557,U00168,2024-09-06 21:08:00,2024-09-06 22:19:00,Tablet
S000558,U00168,2025-09-05 11:43:00,2025-09-05 13:13:00,Tablet
S000559,U00168,2024-09-02 13:22:00,2024-09-02 14:24:00,Tablet
S000560,U00169,2024-07-14 16:23:00,2024-07-14 17:34:00,Tablet
S000561,U00169,2024-03-07 20:54:00,2024-03-07 21:29:00,Mobile
S000562,U00169,2023-07-04 08:30:00,2023-07-04 09:24:00,Tablet
S000563,U00170,2025-02-02 22:19:00,2025-02-03 00:09:00,Desktop
S000564,U00171,2023-12-22 12:21:00,2023-12-22 14:10:00,Tablet
S000565,U00171,2024-11-14 10:20:00,2024-11-14 11:11:00,Desktop
S000566,U00172,2025-05-02 11:20:00,2025-05-02 11:39:00,Desktop
S000567,U00172,2025-07-02 14:13:00,2025-07-02 15:01:00,Tablet
S000568,U00172,2025-02-02 21:50:00,2025-02-02 22:17:00,Desktop
S000569,U00172,2025-09-23 19:40:00,2025-09-23 21:34:00,Mobile
S000570,U00173,2025-07-09 18:00:00,2025-07-09 18:14:00,Tablet
S000571,U00173,2025-04-29 17:00:00,2025-04-29 18:27:00,Tablet
S000572,U00173,2025-04-26 06:43:00,2025-04-26 06:49:00,Tablet
S000573,U00173,2025-09-12 13:14:00,2025-09-12 14:47:00,Mobile
S000574,U00174,2025-09-25 18:32:00,2025-09-25 21:07:00,Mobile
S000575,U00174,2025-09-26 08:52:00,2025-09-26 09:08:00,Mobile
S000576,U00175,2024-09-16 22:38:00,2024-09-17 00:57:00,Mobile
S000577,U00175,2024-08-25 10:21:00,2024-08-25 12:31:00,Mobile
S000578,U00175,2025-07-15 12:10:00,2025-07-15 13:58:00,Desktop
S000579,U00176,2025-09-29 10:13:00,2025-09-29 10:23:00,Tablet
S000580,U00176,2025-10-04 11:07:00,2025-10-04 12:45:00,Tablet
S000581,U00177,2025-04-16 07:24:00,2025-04-16 08:34:00,Tablet
S000582,U00177,2024-10-25 07:38:00,2024-10-25 07:55:00,Tablet
S000583,U00177,2023-05-16 06:03:00,2023-05-16 06:37:00,Mobile
S000584,U00177,2024-04-24 18:07:00,2024-04-24 20:32:00,Mobile
S000585,U00177,2024-05-25 10:13:00,2024-05-25 10:20:00,Mobile
S000586,U00177,2024-03-31 09:42:00,2024-03-31 12:00:00,Mobile
S000587,U00178,2025-09-11 10:26:00,2025-09-11 10:57:00,Tablet
S000588,U00178,2025-09-19 09:18:00,2025-09-19 09:52:00,Desktop
S000589,U00178,2025-09-04 12:38:00,2025-09-04 13:34:00,Mobile
S000590,U00178,2025-09-26 22:12:00,2025-09-26 23:48:00,Tablet
S000591,U00178,2025-08-30 15:10:00,2025-08-30 15:25:00,Tablet
S000592,U00179,2025-05-24 21:21:00,2025-05-24 22:26:00,Desktop
S000593,U00179,2025-04-04 08:58:00,2025-04-04 09:31:00,Tablet
S000594,U00179,2025-09-19 21:09:00,2025-09-19 21:37:00,Tablet
S000595,U00179,2025-04-20 09:57:00,2025-04-20 11:07:00,Tablet
S000596,U00180,2025-08-04 15:16:00,2025-08-04 17:19:00,Desktop
S000597,U00180,2025-05-05 11:55:00,2025-05-05 12:10:00,Mobile
S000598,U00181,2025-09-10 16:27:00,2025-09-10 17:01:00,Desktop
S000599,U00181,2025-07-28 07:00:00,2025-07-28 07:40:00,Tablet
S000600,U00181,2025-04-05 11:21:00,2025-04-05 12:57:00,Mobile
S000601,U00182,2024-10-27 08:23:00,2024-10-27 09:55:00,Desktop
S000602,U00182,2024-05-22 18:25:00,2024-05-22 20:26:00,Mobile
S000603,U00182,2025-02-24 21:51:00,2025-02-24 23:43:00,Tablet
S000604,U00182,2024-07-15 09:08:00,2024-07-15 09:28:00,Desktop
S000605,U00182,2024-05-12 19:58:00,2024-05-12 22:34:00,Mobile
S000606,U00183,2025-07-10 20:11:00,2025-07-10 21:53:00,Mobile
S000607,U00183,2025-05-03 06:55:00,2025-05-03 07:33:00,Mobile
S000608,U00183,2024-12-27 09:56:00,2024-12-27 11:46:00,Mobile
S000609,U00183,2023-10-02 08:16:00,2023-10-02 09:41:00,Desktop
S000610,U00183,2025-08-06 22:49:00,2025-08-07 01:21:00,Tablet
S000611,U00184,2024-08-10 16:33:00,2024-08-10 18:51:00,Tablet
S000612,U00184,2025-09-18 09:27:00,2025-09-18 10:35:00,Mobile
S000613,U00184,2024-12-13 18:09:00,2024-12-13 20:36:00,Tablet
S000614,U00184,2024-02-18 06:41:00,2024-02-18 07:26:00,Tablet
S000615,U00184,2025-04-18 21:55:00,2025-04-18 22:42:00,Desktop
S000616,U00185,2024-07-10 13:21:00,2024-07-10 14:37:00,Desktop
S000617,U00185,2025-01-17 13:35:00,2025-01-17 15:16:00,Mobile
S000618,U00185,2024-04-13 08:29:00,2024-04-13 10:27:00,Tablet
S000619,U00185,2024-11-17 08:54:00,2024-11-17 11:06:00,Mobile
S000620,U00186,2023-11-15 21:47:00,2023-11-15 21:56:00,Desktop
S000621,U00186,2024-09-02 19:02:00,2024-09-02 21:29:00,Tablet
S000622,U00186,2023-07-17 08:50:00,2023-07-17 11:29:00,Tablet
S000623,U00187,2024-08-19 22:35:00,2024-08-19 23:32:00,Tablet
S000624,U00187,2025-08-30 20:21:00,2025-08-30 21:59:00,Desktop
S000625,U00187,2024-05-28 20:21:00,2024-05-28 22:49:00,Tablet
S000626,U00187,2025-06-18 21:45:00,2025-06-18 23:23:00,Tablet
S000627,U00187,2025-01-18 09:06:00,2025-01-18 10:07:00,Desktop
S000628,U00187,2024-09-26 17:53:00,2024-09-26 19:12:00,Tablet
S000629,U00188,2025-01-11 09:02:00,2025-01-11 09:49:00,Mobile
S000630,U00188,2024-05-17 19:06:00,2024-05-17 20:16:00,Tablet
S000631,U00188,2024-07-13 12:07:00,2024-07-13 13:52:00,Desktop
S000632,U00188,2025-04-07 12:45:00,2025-04-07 14:16:00,Desktop
S000633,U00188,2025-02-22 07:59:00,2025-02-22 10:34:00,Desktop
S000634,U00189,2025-05-27 22:08:00,2025-05-28 00:20:00,Desktop
S000635,U00189,2025-08-10 07:35:00,2025-08-10 09:30:00,Tablet
S000636,U00189,2025-06-22 22:49:00,2025-06-22 23:39:00,Tablet
S000637,U00189,2025-09-28 11:46:00,2025-09-28 12:23:00,Desktop
S000638,U00190,2025-08-11 16:32:00,2025-08-11 18:15:00,Mobile
S000639,U00190,2025-08-20 13:17:00,2025-08-20 15:03:00,Mobile
S000640,U00190,2024-10-02 20:51:00,2024-10-02 21:30:00,Desktop
S000641,U00190,2025-01-31 22:19:00,2025-02-01 00:44:00,Mobile
S000642,U00191,2025-09-19 12:12:00,2025-09-19 13:10:00,Tablet
S000643,U00191,2025-09-16 15:43:00,2025-09-16 17:16:00,Tablet
S000644,U00191,2025-07-03 11:32:00,2025-07-03 13:55:00,Tablet
S000645,U00191,2025-09-06 16:45:00,2025-09-06 17:19:00,Mobile
S000646,U00191,2025-08-27 21:37:00,2025-08-28 00:08:00,Tablet
S000647,U00191,2025-09-15 19:43:00,2025-09-15 22:04:00,Mobile
S000648,U00192,2025-10-04 06:33:00,2025-10-04 07:05:00,Desktop
S000649,U00192,2025-02-28 10:03:00,2025-02-28 10:22:00,Desktop
S000650,U00192,2024-12-31 11:18:00,2024-12-31 12:27:00,Desktop
S000651,U00192,2024-09-17 15:13:00,2024-09-17 17:36:00,Desktop
S000652,U00193,2025-08-02 20:06:00,2025-08-02 22:34:00,Desktop
S000653,U00193,2025-05-21 18:15:00,2025-05-21 20:30:00,Tablet
S000654,U00193,2024-02-10 07:59:00,2024-02-10 09:41:00,Mobile
S000655,U00194,2024-11-04 07:00:00,2024-11-04 08:09:00,Desktop
S000656,U00194,2025-09-15 20:53:00,2025-09-15 21:55:00,Tablet
S000657,U00194,2024-12-30 12:49:00,2024-12-30 13:43:00,Mobile
S000658,U00194,2025-03-23 11:43:00,2025-03-23 12:07:00,Desktop
S000659,U00195,2025-08-30 09:24:00,2025-08-30 09:39:00,Mobile
S000660,U00195,2025-01-01 14:08:00,2025-01-01 14:54:00,Tablet
S000661,U00196,2023-05-04 16:29:00,2023-05-04 17:13:00,Desktop
S000662,U00196,2023-10-03 16:38:00,2023-10-03 16:56:00,Tablet
S000663,U00196,2025-01-18 15:31:00,2025-01-18 18:02:00,Tablet
S000664,U00197,2023-09-26 16:33:00,2023-09-26 17:34:00,Desktop
S000665,U00197,2024-12-28 08:50:00,2024-12-28 11:04:00,Desktop
S000666,U00197,2024-09-11 18:05:00,2024-09-11 19:39:00,Desktop
S000667,U00198,2025-06-13 16:23:00,2025-06-13 17:43:00,Desktop
S000668,U00198,2025-09-23 21:35:00,2025-09-23 21:42:00,Desktop
S000669,U00199,2024-12-10 20:15:00,2024-12-10 21:22:00,Desktop
S000670,U00199,2025-05-31 16:24:00,2025-05-31 16:58:00,Mobile
S000671,U00199,2024-10-25 15:01:00,2024-10-25 17:18:00,Mobile
S000672,U00199,2025-03-06 22:28:00,2025-03-07 00:37:00,Desktop
S000673,U00199,2024-11-14 12:20:00,2024-11-14 14:36:00,Desktop
S000674,U00199,2024-08-04 11:49:00,2024-08-04 14:11:00,Tablet
S000675,U00200,2025-02-08 12:42:00,2025-02-08 13:41:00,Tablet
S000676,U00201,2025-01-09 12:34:00,2025-01-09 14:30:00,Tablet
S000677,U00201,2024-12-23 10:01:00,2024-12-23 12:03:00,Tablet
S000678,U00201,2025-05-05 07:05:00,2025-05-05 07:28:00,Desktop
S000679,U00201,2025-02-16 14:35:00,2025-02-16 14:58:00,Tablet
S000680,U00202,2024-12-06 19:24:00,2024-12-06 21:24:00,Tablet
S000681,U00202,2025-05-05 19:20:00,2025-05-05 19:29:00,Mobile
S000682,U00203,2025-08-15 06:41:00,2025-08-15 07:02:00,Tablet
S000683,U00203,2025-08-05 08:22:00,2025-08-05 10:35:00,Desktop
S000684,U00203,2025-09-06 15:38:00,2025-09-06 16:05:00,Mobile
S000685,U00203,2025-09-25 18:25:00,2025-09-25 18:37:00,Mobile
S000686,U00203,2025-08-20 13:08:00,2025-08-20 14:53:00,Tablet
S000687,U00203,2025-09-06 10:19:00,2025-09-06 11:59:00,Desktop
S000688,U00204,2025-06-08 10:07:00,2025-06-08 10:22:00,Desktop
S000689,U00204,2025-06-26 18:34:00,2025-06-26 20:59:00,Desktop
S000690,U00204,2024-09-25 12:47:00,2024-09-25 14:20:00,Desktop
S000691,U00204,2025-01-13 22:09:00,2025-01-13 22:55:00,Desktop
S000692,U00204,2024-07-01 14:12:00,2024-07-01 14:46:00,Desktop
S000693,U00205,2025-02-03 20:41:00,2025-02-03 23:06:00,Desktop
S000694,U00205,2025-06-04 08:16:00,2025-06-04 08:46:00,Desktop
S000695,U00205,2025-09-13 16:22:00,2025-09-13 16:59:00,Tablet
S000696,U00205,2025-05-07 09:18:00,2025-05-07 09:40:00,Desktop
S000697,U00205,2025-06-18 21:28:00,2025-06-18 22:57:00,Tablet
S000698,U00205,2025-06-12 10:36:00,2025-06-12 13:06:00,Mobile
S000699,U00206,2025-01-24 11:00:00,2025-01-24 12:25:00,Desktop
S000700,U00206,2024-06-26 19:17:00,2024-06-26 20:54:00,Desktop
S000701,U00206,2024-10-17 21:29:00,2024-10-17 23:28:00,Mobile
S000702,U00207,2025-04-12 09:11:00,2025-04-12 11:51:00,Desktop
S000703,U00207,2024-09-13 10:57:00,2024-09-13 13:19:00,Desktop
S000704,U00207,2024-08-26 08:46:00,2024-08-26 09:10:00,Desktop
S000705,U00208,2025-08-06 06:52:00,2025-08-06 09:25:00,Tablet
S000706,U00208,2024-12-17 12:58:00,2024-12-17 13:12:00,Tablet
S000707,U00208,2024-07-22 21:41:00,2024-07-22 22:24:00,Mobile
S000708,U00208,2024-12-04 13:57:00,2024-12-04 16:32:00,Tablet
S000709,U00208,2024-08-22 10:29:00,2024-08-22 12:42:00,Tablet
S000710,U00209,2024-08-25 17:32:00,2024-08-25 17:39:00,Tablet
S000711,U00210,2025-09-28 11:48:00,2025-09-28 14:04:00,Desktop
S000712,U00210,2025-09-17 11:11:00,2025-09-17 13:40:00,Tablet
S000713,U00211,2025-09-16 10:47:00,2025-09-16 12:55:00,Mobile
S000714,U00211,2025-02-15 13:48:00,2025-02-15 15:57:00,Desktop
S000715,U00211,2025-02-21 14:23:00,2025-02-21 15:27:00,Desktop
